"id_reporte","id_servicio","id_tipo_servicio","reporte","calle","numero","id_colonia","codigo_postal","latitud","longitud","prioridad","status","creado"
"43520","1","2","SECTOR APAGADO EN CALLE PLAN DE AYALA DESDE MANUEL ESTRADA HASTA REVOLUCION, COL. EMILIANO ZAPATA.","PLAN DE AYALA","1835",NULL,,"24.7890123","-107.3717605","NORMAL","ASIGNADO","2017-03-13 09:42:59"
"43521","1","2","ciudadana reporta sector apagado, ubicado en calle agricultores y carretera a sanalona (del lado del canal todo apagado, en la col. guadalupe victoria.","fray bernardino de sahagun","4257",NULL,"80249","24.7989954","-107.33656280000002","NORMAL","ASIGNADO","2017-03-13 09:51:54"
"43522","1","2","DOS LAMPARAS APAGADAS : UNA EN CALLE  PAULINO MACHORRO ESQUINA CON JUAN DE DIOS BOJORQUEZ , OTRA EN CALLE PAULINO MACHORRO ENTRE JUAN DE DIOS BOJORQUEZ Y JOAQUÍN BERLANGAS. COL. DIAZ ORDAZ.","PAULINO MACHORRO","1851",NULL,,"24.7684784","-107.4214475","NORMAL","ASIGNADO","2017-03-13 09:56:28"
"43523","1","2","se reporta parque sin alumbrado, aproximadamente con 10 lámparas apagadas por Blvd. Alamos, Abetos y Guayabos, junto a COBAES,  Col la campiña. comenta que hay días enciende muy noche y otros días no enciende. (jueves encendió 10 de la noche, anoche encendió a las siete y el resto no había encendido)","aguacate","1781",NULL,,"24.8140269","-107.3651342","NORMAL","ASIGNADO","2017-03-13 10:19:37"
"43524","6","30","se solicita la limpieza y busqueda de dueño de lote baldío ubicado por la calle limones y amapolas col la campiña","aguacate","1781",NULL,,"24.8140269","-107.3651342","NORMAL","ASIGNADO","2017-03-13 10:22:37"
"43525","1","1","SOLICITA EMPOTRAR LAMPARA EN EDIFICIO 691 ANDADOR SIERRA PICACHO ENTRE CERRO PRIETO Y CERRO DE LA MEMORIA, COL. CAÑADAS.","SIERRA PICACHO","404",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 10:22:46"
"43526","8","36","se reporta un domicilio quienes tiene la tapa del drenaje quebrada, y esta ocasionando un foco de infeccion  y animales (ratas, cucaracha y moscas), mal olor insoprtable e incoformidad en todos los vecinos, que habitan en dicho lugar, por la calle opalo # 1450, entre el blvd. enrique cabrera y el blvd. diamante, cool. stase  uno.","opalo","1450",NULL,"80020","24.8294199","-107.40947670000003","NORMAL","ASIGNADO","2017-03-13 10:28:09"
"43527","8","36","se reporta a carreta de sushi ya que tiran basur y residuos de alimentos en la via publica, ocasionando malos olores y mucha mosca, molestia e inconformidad en transeuntes y vecinos, ubicados en calle cima nevado de toluca entre las calles rafaela lopez ley y alturas del sur, en el frracc. alturas del sur.","cima nevado de toluca",,NULL,"80295","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 10:28:43"
"43528","8","36","se reporta a vecinos que tiran basura en la esquina de la calle, generando la acumulación de la misma, malos olores y criadero de animales, esto por la calle granados y veracruz col rosales",,,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 10:33:58"
"43529","1","2","ciudadano reporta tres lamparas apagadas (se solicita la instalacion de cable volado), ubicadas en calle parque central entre blvd. maquio clouthier y capulines, en el fracc. san isidro.","parque central","4300",NULL,"80491","24.7628389","-107.39739789999999","NORMAL","ASIGNADO","2017-03-13 10:41:19"
"43530","1","2","ciudadana reporta  una lampar que prende y apaga por la calle reyna victoria entre las calles av. francisco labastida y paseo del rey, fracc. san valentino.","reyna victoria","204",NULL,"80060","24.8012406","-107.34990749999997","NORMAL","ASIGNADO","2017-03-13 10:45:07"
"43531","1","2","ciudadano reporta una lampara apagada poste no.14921, ubicada en calle bosque de capulin entre parque central y jardin de las lomas, en el fracc. san isidro.","bosque de capulin","4348",NULL,"80197","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 10:48:10"
"43532","8","36","se reporta a vecino que tiene material de construccion en la banqueta, obstruyendo el paso al peaton, esto por la calle cerro de las cumbres y cerro cuichi ( taqueria en la esquina) col colinas del rey",,,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 11:13:05"
"43533","1","2","reporta una lámpara apagada en calle Lago Moreno esquina con  Lago Azul, Col. Lomas de Blvd.","lago moreno",,NULL,,"24.7875371","-107.4268214","NORMAL","ASIGNADO","2017-03-13 11:17:00"
"43534","1","2","UNA LÁMPARA APAGADA EN CALLE ART. 27 ENTRE FERNANDO CUEN Y FRANCISCO SERRANO, PEGADO A ESTACIONAMIENTO DE IGLESIA. COL. RUIZ CORTINEZ","ART. 27","3118",NULL,,"24.7588705","-107.42346509999999","NORMAL","ASIGNADO","2017-03-13 11:28:39"
"43535","8","36","se reporta a vecino por tener material de construcción en la banqueta, obstruyendo el paso peatonal, esto por la calle la fortuna num 3023 cruzando la av del temple col 4 de marzo",,,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 11:39:17"
"43536","1","2","ciudadana reporta seis lamparas apagadas, ubicadas en calle puerto breu entre las calles puerto malaga y puerto barcelona, en el fracc. zona dorada ii.","puerto abreu","4936-A",NULL,"80014","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 11:47:46"
"43537","8","37","se reporta un vendedor ambulate (frutas y verduras) ubicado por el blvd. universo esquina con el blvd. conquistadores, obstruyendo el paso peatonal y vehicular ya que se estaciona y tiene una camioneta muy grande y los vecinos pide se retire de inmediato, e inconformidad en os mismos, fracc. la conquista","blvl. universo",,NULL,"80058","24.8197153","-107.4524409","NORMAL","ASIGNADO","2017-03-13 11:55:10"
"43538","8","37","se reportan varios vendedores uno alitas, otro de raspados y de carnitas y un taqueros , en el area verde, obstruyendo dicha area e inconformidad e todos los vecinos, ubicado por el blvd. conquistadores y nuño beltran de guzman y alonso de avalos, fracc. la conquista.","blvd, conquistadores",,NULL,"80058","24.8175767","-107.44008810000003","NORMAL","ASIGNADO","2017-03-13 12:02:26"
"43539","3","12","se solicita rastreo  por la calle cobalto num 1603 entre universo y galaxia col villas del sol","cobalto","s/n",NULL,,"24.8459752","-107.37850689999999","NORMAL","ASIGNADO","2017-03-13 12:06:59"
"43540","1","1","solicita instalación de luminaria en poste de concreto, ubicado en calzada de las Torres 4370 entre Enrique Gonzalez y Benjamin Hill. Inf. Barrancos.","Calzada de las Torres","4370",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 12:20:45"
"43541","7","44","ciudadano solicita el retiro de arbol seco y plagado afuera del no.1603, ubicado en calle 27 de septiembre entre las calles manuel angulo y calzada h. colegio militar, en la col. 5 de mayo.","27 de septiembre","1603",NULL,"80230","24.7969012","-107.37711100000001","NORMAL","ASIGNADO","2017-03-13 12:31:28"
"43542","1","1","ciudadano reporta 1 lampara apagada por la calle primera entre obreo mundial y calle privada  col diez de abril","primera","s/n",NULL,,"24.7689813","-107.3954281","NORMAL","ASIGNADO","2017-03-13 12:41:13"
"43543","1","2","ciudadana reporta  cuatro lamparas apagadas por la calle acueducto del conquero, entre las calles universo y aurora, fracc. cuaductaoi dos","acueducto del oonquero","1598",NULL,"80058","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 12:44:17"
"43544","1","2","una lámpara apagada en calle Praga 4867 entre Atenas y Bruselas, Fracc. Villaverde.","Praga","4867",NULL,,"24.7500018","-107.43156149999999","NORMAL","ASIGNADO","2017-03-13 12:49:56"
"43545","1","2","ciudadana reporta sector apagado con 10 lamparas apriximadamente por la calle av de la quebrada num 4522 entre real del parque y lomas de san isidro frac san isidro sección esmeralda","av de la quebrada","4522",NULL,,"24.760496","-107.3964977","NORMAL","ASIGNADO","2017-03-13 13:03:45"
"43546","1","2","dos lamparas apagadas en calle Valle del Olivo 5307 entre Pirineo y Andes, Col. Valle Alto.","Valle del Olivo","5307",NULL,,"24.8003609","-107.4674521","NORMAL","ASIGNADO","2017-03-13 13:41:36"
"43547","7","32","ciudadana solicita la limpieza de parque ya que se encuentra con mucha maleza, esto por la calle san javier entre cuichi y el tirito col san javier (a un lado de santa rocio)","san javier","9787",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 13:52:41"
"43548","8","36","se reporta a persona ya que tiene cria gallos, ocasionando malos olores, plaga de animales, molestia e inconformidad en vecinos por ser esto gran foco de infeccion, ubicado en el no.3585 de la calle los portones entre blvd. orquideas y calle retorno en el fracc. la puerta.","los portones","3585",NULL,"80028","24.8378777","-107.42658140000003","NORMAL","ASIGNADO","2017-03-13 13:57:34"
"43549","1","2","ciudadana reporta una lampara qwue prende y apaga por la calle toltecas entre las calles sebastian allende y natividad macias, col. industrial el palmito","toltecas","2772",NULL,"80160","24.7782128","-107.43162870000003","NORMAL","ASIGNADO","2017-03-13 13:58:37"
"43550","1","2","ciudadana reporta una lampara que prende y apaga por la calle toltecas entre las calles sebastian allende y natividad macias, col. industrial el palmito","toltecas","2772",NULL,"80160","24.7782128","-107.43162870000003","NORMAL","ASIGNADO","2017-03-13 14:02:34"
"43551","8","36","se reporta un negocio de carroceria y pintura, y trabaja en la via publica, obstruyendo el paso peatonal y causa muchos malos olor a pintura y solventes toxicos que utilizan, e inconformidad en todos los vecinos, por la calle meridiano # 314-a entre polo sur y jardines de orquideas, fracc. santa elena.","meridiano","314-a",NULL,,"24.8346877","-107.42379249999999","NORMAL","ASIGNADO","2017-03-13 14:44:10"
"43552","7","33","SOLICITA PODA DE DOS ÁRBOLES EN AV. ELDORADO 1511 ENTRE YUCATÁN Y SONORA, COL. LAS QUINTAS.","AV. ELDORADO","1511",NULL,,"24.8179989","-107.3722156","NORMAL","ASIGNADO","2017-03-13 15:09:10"
"43553","1","2","CIUDADANO REPORTA LAMPARA QUE PRENDE Y APAGADA EN CALLE ESTRELLA ENTRE GALAXIA Y MERCURIO. COL. RUBEN JARAMILLO.","ESTRELLA","2029",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-13 16:48:14"
"43554","1","2","una lámpara apagada en callejón Colina esquina con Chiapas, Col. Rosales.","callejón Colima","s/n",NULL,,"24.7978149","-107.3848241","NORMAL","ASIGNADO","2017-03-14 08:45:15"
"43555","1","2","sector apagado en calle cerrada entre primer valle y valle bonito, así mismo se encuentra apagado el Blvd. Valle alto desde Pimer valle a valle sereno, Fracc. Valle Alto.","Valle Bonito","2998",NULL,,"24.806967","-107.4569381","NORMAL","ASIGNADO","2017-03-14 09:08:12"
"43556","1","2","ciudadano reporta una lampara apagada (de 1000 wts.) de parque ventura, ubicado en calle del toro entre blvd. la mirada y la ventura (a un costado de la iglesia), en el fracc. los angeles.","blvd. la mirada","3565",NULL,"80014","24.8475577","-107.36175049999997","NORMAL","ASIGNADO","2017-03-14 09:29:35"
"43557","1","2","ciudadano reporta tres lamparas que prenden y apagan, ubicadas una en calle del toro poste no.24099 entre blvd. la mirada y ventura, dos en blvd. la mirada una frente al no.3141 y la otra en la esq. de torrance y la mirada, en el fracc. los angeles.","blvd. la mirada","3565",NULL,"80014","24.8475577","-107.36175049999997","NORMAL","ASIGNADO","2017-03-14 09:35:47"
"43558","7","34","ciudadana solicita reabilitacion total del parque, ya que se encuentra en muy malas condiciones y abandonado , plantacion de arboles, limpieza de maleza y basura, instalacion de bancas  y juegos infantiles, ubicado por la calle lombardo toledano, esquina con el blvd. enrique felix castro, col. inf. humaya","lombardo toledano",,NULL,"80050","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-14 09:38:40"
"43559","1","2","solicita reparación de alumbrado en palapa y 5 reflectores en cancha de usos múltiples ubicada en calle Lago de texcoco y Rio Sena, Col. Lomas del Blvd.","Rio Nilo","3106",NULL,,"24.7856983","-107.42678290000003","NORMAL","ASIGNADO","2017-03-14 09:44:34"
"43560","3","15","ciudadana solicita el rastreo relleno y nivelación (dice la ciudadana que ya se a estado reportando desde hace 2 años) por la av puerto de veracruz entre luis m rojas y pastor roaus col industrial el palmito","av puerto de veracruz","2247",NULL,,"24.7806223","-107.42329660000001","NORMAL","ASIGNADO","2017-03-14 09:58:46"
"43561","1","2","ciudadana reporta 2 lamparas apagadas por la calle puerto de veracruz entre luis m rojas y pastor rouas col industrial el palmito","puerto de veracruz","2247",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-14 10:02:37"
"43562","3","17","ciudadana solicita la limpieza y desazolve de canal, ubicado en blvd. las brisas entre azafranes y begonias, en el fracc. laureles pino.","blvd. las brisas","2682",NULL,"80246","24.7816785","-107.3560008","NORMAL","ASIGNADO","2017-03-14 10:02:58"
"43563","1","2","dos lamparas apagadas en calle Conquero 1622 entre Blvd. Universo y Aurora, Fracc. Acueducto II.","CONQUERO","1622",NULL,,"24.8187853","-107.44734299999999","NORMAL","ASIGNADO","2017-03-14 10:03:30"
"43564","1","2","ciudadano reporta tramo  apagado por la calle costa del sol  entre costa del cielo hasta área enmontada (fin del fraccionamiento), lo apagado inicia desde la tortillería,  Fracc.  costa del sol.","costa del sol",,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-14 10:03:57"
"43565","1","2","tres lámparas apagadas en calle Lirio 3713 entre Blvd. Navidad y Blvd. Guirnalda, Fracc. Terranova. comenta ciudadana que se atendió reporte aprox. un mes pero el problema vuelve a presentarse, son las mismas tres que se apagan, no están seguidas, se encuentran intercaladas.","Lirio","3713",NULL,,"24.7658022","-107.45814029999997","NORMAL","ASIGNADO","2017-03-14 10:20:49"
"43566","1","2","ciudadano reporta un poste de doble lampara  una apagada y la otra prende y apaga, ubicada por el circuito del quetzal y av. las aves, fracc. interlomas","circuito del quetzal","1073",NULL,"80010","24.8405708","-107.38380569999998","NORMAL","ASIGNADO","2017-03-14 10:41:24"
"43567","1","2","ciudadana reporta 1 lampara apagada por la calle mexico e imala, (es esquina) num 864 col antonio rosales","mexico e imala","864",NULL,,"24.7975313","-107.38404609999998","NORMAL","ASIGNADO","2017-03-14 11:00:40"
"43568","1","2","ciudadana reporta dos lamparas apagadas por la calle argen uriel en tre las calles jose angel espinoza ferrusquilla, fracc. porta fe.","arcangel uriel","4095",NULL,,"24.8019706","-107.346044","NORMAL","ASIGNADO","2017-03-14 11:17:24"
"43569","8","35","se reporta construccion de iglesia en proceso y fuera de lineamiento, ocasionando molestia e inconformidad en transeuntes y vecinos, ubicada en calle orbita y blvd. conquistadores (limitando con prados de la conquista) exactamente frente a mz, en el fracc. valle dorado.","orbita",,NULL,"80058","24.8165566","-107.4401813","NORMAL","ASIGNADO","2017-03-14 11:20:04"
"43570","1","2","ciudadana reporta sector apagado con aproximadamente 10 lamparas, calle lechuguilla y blv agricultores frac san benito","lechuguilla","4222",NULL,,"24.7745825","-107.35183549999999","NORMAL","ASIGNADO","2017-03-14 11:37:51"
"43571","1","2","tres lámparas apagadas en Circuito de las Gaviotas 3797 acceso Hortencia Cabada. Fracc. Interlomas","Circuito Gaviotas","3797",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-14 11:40:28"
"43572","1","2","ciudadana reporta  una lampara  que prende y apaga  por la  av. llanura casi esquina con la calle camino real, fracc. santa susana","av. llanura","5037",NULL,,"24.7581733","-107.4368579","NORMAL","ASIGNADO","2017-03-14 11:42:58"
"43573","1","2","una lámpara apagada en Av. Jaime Torres Bodet 372 entre angel flores y antonio caso, Col. Aurora.","Av. Jaime Torrez Bodet","2574",NULL,,"24.799208","-107.36988539999999","NORMAL","ASIGNADO","2017-03-14 11:58:35"
"43574","1","2","dos lamparas apagadas en calle Manuel de la Peña poste 1158 y 1159 casa numero 1933 entre Díaz Ordaz y 15 de septiembre, Col. Lazaro Cardenas.","manuel de la peña","1933",NULL,,"24.7675551","-107.3746281","NORMAL","ASIGNADO","2017-03-14 12:07:37"
"43575","1","2","ciudadana reporta dos lamparas apagadas por la calle migeul hidalgo entre las calles guerrero y carranza, col. centro","miguel hidalgo","856",NULL,"80000","24.806902","-107.40643119999999","NORMAL","ASIGNADO","2017-03-14 12:10:42"
"43576","3","15","ciudadana solicita el rastreo, relleno y nivelacion de av. rey mechor partiendo del no.7691entre las calles central y segunda, en la col. loma de rodriguera.","aav. rey mechor","7611",NULL,"80019","24.8712738","-107.39164499999998","NORMAL","ASIGNADO","2017-03-14 12:12:48"
"43577","1","2","una lámpara apagada en calle Emigdio flores 1960 entre Mariano Romero y Josefa Ortiz, Col. Fovisste Chapultepec. se reporto el 07 de marzo via reportanet con folio AP216295E","Emigdio Flores","1960",NULL,,"24.8208862","-107.38796769999999","NORMAL","ASIGNADO","2017-03-14 12:24:03"
"43578","1","2","ciudadano reporta una lampara apagada y se quemo todo el plastico, ubicada por la calle tenochtitlan  esquina con la calle valcanes, fracc. san luis residencial.","tenochtitlan","4561",NULL,"80140","24.7572793","-107.46329880000002","NORMAL","ASIGNADO","2017-03-14 12:26:46"
"43579","1","2","ciudadano reporta dos lamparas apagadas, ubicadas una en calle juan de la barrera esq. con burocratas y la otra contra esq. en la col. burocrata.","juan de la barrera","2150",NULL,"80030","24.8280296","-107.39167090000001","NORMAL","ASIGNADO","2017-03-14 12:32:15"
"43580","1","2","ciudadana reporta tres lamparas encendidas en el area de los juego infantiles, dentro del parque 87, ubicado por la av. mexico 68 y av. alvaro obrego, col. republica mexicana","mexico 68",,NULL,,"24.7794988","-107.3878899","NORMAL","ASIGNADO","2017-03-14 12:39:04"
"43581","1","2","REPORTA OCHO LÁMPARAS APAGADAS: DOS APAGADAS  EN CALLE TERCERA ENTRE CUARTA Y SEGUNDA (CEBORUCO) Y SEIS APAGADAS EN CALLE SEGUNDA DESDE SEXTA HASTA TERCERA. COL. INFONAVIT CTM.","TERCERA","1951",NULL,,"24.819759","-107.42403209999998","NORMAL","ASIGNADO","2017-03-14 12:46:08"
"43582","1","2","REPORTA SECTOR APAGADO , TODO FRACCIONAMIENTO URBI QUINTA VERSALLES.","CIRCUITO GRANADA","6338",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-14 12:51:12"
"43583","1","2","ciudadana reporta 10 lamparas ocho apagadas, dos que prenden y apagan y tres reflectores, ubicadas dos en federalismo y poniente que prenden y apagan, una apagada en calle poniente y andador ""D"", cuatro (cable que se quema) en andador  ""F""  y calle sur, dos mas en andador ""D"" entre andador ""F"" y andador ""E"", otra en andador ""E"" y ""H"" (en la tortilleria) y los tres reflectores en la cancha grande, en la col. inf. las flores.","""D""","2258-A",NULL,"80159","24.7863774","-107.4346559","NORMAL","ASIGNADO","2017-03-14 13:13:14"
"43584","1","2","una lámpara enciende y apaga en calle del vinolo 1927 esquina con Republica del Brasil, Fracc. Riveras del Humaya.","Del Vinolo","1927",NULL,,"24.837027","-107.41445329999999","NORMAL","ASIGNADO","2017-03-14 13:16:47"
"43585","1","3","ciudadana solicita la reposicion de lampara completa y brazo, ubicada en la esq. de calle ""C"" y andador ""F"", en la col. inf. las flores.","""D""","2258-A",NULL,"80159","24.7863774","-107.4346559","NORMAL","ASIGNADO","2017-03-14 13:17:08"
"43586","1","2","solicita reparación de cuatro faroles apagados : uno en Andador ""F"" y calle Sur y tres alrededor de canchas de usos múltiples en Andador ""F"". Infonavit Las Flores.","CALLE ""D""","2258-A",NULL,,"24.7863774","-107.4346559","NORMAL","ASIGNADO","2017-03-14 13:28:09"
"43587","1","2","UNA LÁMPARA APAGADA, HIZO CORTO EN AV. CARMEN SERDAN 2944 ENTRE MARIA DE JESUS NEDA Y CONCEPCION OCARANZA, COL. IGNACIO ALLENDE.","AV. CARMEN SERDAN","2944",NULL,,"24.8385891","-107.3898671","NORMAL","ASIGNADO","2017-03-14 13:32:43"
"43588","1","2","ciudadano reporta cuatro lamparas apagadas ubicadas tres en calle diagonal entre agustin melgar y dr. romero, una mas en dr. romero entre diagonal y agustin melgar, en la col. chapultepec.","dr. romero","60",NULL,"80040","24.8164507","-107.3928631","NORMAL","ASIGNADO","2017-03-14 13:59:55"
"43589","7","33","ciudadano solicita el despeje de luminarias ubicadas en camellon de blvd. dr. romero entre diagonal y agustin melgar, en la col. chapultepec.","dr. manuel romero","60",NULL,"80040","24.8164507","-107.3928631","NORMAL","ASIGNADO","2017-03-14 14:03:38"
"43590","1","2","ciudadana reporta 1 lampar apagada por la av lázaro cardenaz num 791 entre javier mina y 16 de septiembre col centro","diego peregrina","4385",NULL,,"24.8471986","-107.39555250000001","NORMAL","ASIGNADO","2017-03-14 14:07:27"
"43591","3","14","ciudadano solicita la reparacion de varios baches (calle en muy mal estado), ubicados cd. de puebla entre hermosillo y guadalajara, en la col. las quintas.                                                            nota: se hace mencion de reporte no.35683 del  03/10/2016 que hasta la fecha no ha sido atendido.","cd. puebla","1309",NULL,"80060","24.8168507","-107.3763131","NORMAL","ASIGNADO","2017-03-14 14:09:08"
"43592","1","2","ciudadano reporta dos lamparas apagadas por la calle maruricio magadaleno esquina con la calle veredas, fracc. colinas  del sol","mauricio magdaleno","2600",NULL,,"24.7522242","-107.41887170000001","NORMAL","ASIGNADO","2017-03-14 14:13:28"
"43593","8","36","se reporta a persona ya que derrama aguas negras por salida de aguas pluviales, ocasionando encharcamientos, malos olores, mucho mosco, molestia e inconformidad en vecinos por ser esto gran foco de infeccion, ubicado en el no.6360 de la calle hacienda enequene entre las calles cerrada de brasiles y hacienda almendra, en el fracc. hacienda de la mora.","hacienda enequene","6360",NULL,"80145","24.7595583","-107.45372780000002","NORMAL","ASIGNADO","2017-03-14 14:26:16"
"43594","6","30","se solicita la limpieza de lote baldío ubicado por el dren bacurimi en valle alto",,,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-14 15:01:44"
"43595","1","2","CIUDADANO REPORTA CINCO LAMPARAS APAGADAS EN EL INTERIOR DEL PARQUE EN BLVD. CALIFORNIA ESQ. CANOGA EN EL FRACC. LOS ANGELES.","CANOGA","3720",NULL,,"24.8465304","-107.35819119999996","NORMAL","ASIGNADO","2017-03-14 15:07:16"
"43596","1","2","ciudadano reporta dos lamparas apagadas por la calle alocacia entre las cakles av. alisma y el blvd. agricultores, a un costado de la escuela primaria,  fracc. laureles pino.","aolocacia","4019",NULL,"80246","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-15 08:28:28"
"43597","8","36","se reporta a la sra. dunia mendoza vazquez  quiene tiene dos ventanas  hacia el vecino, lo cual esta ocasionando inconformidad en el mismo, y también tiene una en el baño, y ya se ha dicho  para que arregle dicha situacion y a hecho caso omiso,, ubicado por la calle andres magallon # 3604, entre las calles jorge romero zazueta y amado estrada, col. adolfo lopez  mateos.","andres magallon","3604",NULL,"80190","24.7666365","-107.40314639999997","NORMAL","ASIGNADO","2017-03-15 09:10:21"
"43598","8","36","se reporta un taller de carreoceria y pintura, quienes tienen carros en la via publica obstruyendo el paso vehicular ya que deja los carros dessarmados en la vias publica, ocasionando inconformidad en todos los vecinos, por la av. tercera esquina con la calle 18 y 19 es una cuchilla, col. diaz ordaz,","av. tercera",,NULL,"80180","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-15 09:25:43"
"43599","7","32","ciudadana solicita poda de árbol que esta seco y ocasiona un riesgo al peatón, por la calle prada num 5136 frac villa verde","prada","5136",NULL,,"24.810375","-107.37205","NORMAL","ASIGNADO","2017-03-15 09:37:18"
"43600","6","30","se reporta lote baldio con demasiada maleza, basura y plaga de animales, ubicado en calle cerrada san pablo y blvd. san angel (exactamente frente a esc. de veterinaria), en el fracc. san benito.","cerrada san pedro",,NULL,"80246","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-15 09:44:45"
"43601","8","36","se reportan un vendedor de periodicos y personas que son de una secundaria abierta, y obstruye la entrada a la zapatareia y la vista de los aparadores y tambien  el paso peatonal e inconformidad en la gerencia de la zapateria tres hermanos, ubicada por la calle rubi esquina mariano escobedo, col. centro","rubi","202",NULL,"80000","24.8027645","-107.39576599999998","NORMAL","ASIGNADO","2017-03-15 09:47:34"
"43602","1","2","ciudadana reporta seis lamparas apagadas por la calle aristoteles entre las calles americas y universitarios, col. villa universidad","aridtoteles","695",NULL,"80010","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-15 09:58:27"
"43603","1","2","ciudadana reporta dos lamparas apagadas, ubicadas una en sabanas esq. heriberto frias y la otra en sabanas esq. con heraclio bernal, en el fracc. jardines del valle.","heriberto frias","4656",NULL,"80189","24.7607273","-107.433247","NORMAL","ASIGNADO","2017-03-15 10:39:21"
"43604","1","2","una lámpara que enciende y apaga en poste 310 calle Cieneguita 88, colonia Eva Samano, Cabecera de Sind. El tamarindo.","cieneguita","88",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-15 10:43:17"
"43605","1","2","ciudadana reporta lamparas apagadas sen las canchas de basquetbol,  ubicada por la calle prolongacion victoria y sierra del carmen, fracc. loma linda","prolongacion victoria",,NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-15 10:43:44"
"43606","9","39","se reporta carro chatarra abandonado  desde hace cinco meses, ubicado en calle heriberto frias casi esq. con sabanas, en el fracc. jardines del valle.","heriberto frias",,NULL,"80189","24.7606107","-107.4335767","NORMAL","ASIGNADO","2017-03-15 10:45:23"
"43607","1","2","ciudadano reporta 2 lamparas (se reporta seguido, la arreglan y se vuelve a descomponer ) una por la calle roque gonzales de la garza, esquina con lopez portillo poste 773 7 la otra en el poste 774 col lazaro cardenaz","roque gonzales","164",NULL,,"24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-15 10:46:51"
"43608","1","2","ciudadana reporta 3 lamparas apagadas por la calle hidalgo al ote entre guerrero y carranza col centro","hidalgo","846 0te",NULL,,"24.8149611","-107.36325349999998","NORMAL","ASIGNADO","2017-03-15 10:52:23"
"43609","7","32","ciudadana solicita la poda de arboles (impiden visibilidad) de area perimetral de parque, ubicados en calle heriberto frias entre sabanas y praderas, en el fracc. jardines del valle.","heriberto frias","4656",NULL,"80189","24.7607273","-107.433247","NORMAL","ASIGNADO","2017-03-15 10:53:11"
"43610","8","36","ciudadana reporta a su vecino quien tiene un acumulamiento de basura, foco de infeccion animales, ratas, cucarachas y mal olor insoportable, e inconformidad en la misma y en todos los vecinos, ubicado pro la calle av. alvaro obregon entre la calle arwquitectos y universitarios, col. tierra blanca","alvaro obregon","2410",NULL,,"24.8317064","-107.39517439999997","NORMAL","ASIGNADO","2017-03-15 11:03:04"
"43611","1","2","ciudadano reporta 2 lamparas apagadas por la calle lirio y blv navidad (a espaldas de IMSS terranova ) frac san fernando","lirio","3797",NULL,,"24.7666584","-107.45811309999999","NORMAL","ASIGNADO","2017-03-15 11:07:39"
"43612","1","2","sector apagado en calle de acceso a escuela de medicina en col. Ignacio Allende ubicado entre Obregon y Sanchez Alonso.",,"s/n",NULL,,"24.8348099","-107.39153599999997","NORMAL","ASIGNADO","2017-03-15 11:15:28"
"43613","6","30","se reporta lote baldio con demasiada maleza, basura y plaga de animales, ubicado en calle colon entre las calles teofilo noris y rodolfo g. robles, en la col. centro.                                         nota: se hace mension de reporte no.30172 realizado en el mes de octubre el cual hata la fecha no ha sido atendido.","colon",,NULL,"80000","24.8035581","-107.39582949999999","NORMAL","ASIGNADO","2017-03-15 11:16:07"
"43614","1","2","ciudadana reporta una lampara apagada, ubicada en calle velina leon de medina entre benito juarez y alvaro obregon, en la col. las cucas.","velina leon de medina","8",NULL,"80018","24.806632","-107.394393","NORMAL","ASIGNADO","2017-03-15 11:24:07"
"43615","1","2","ciudadana reporta 3 lampras por la calle valentin gomez farias entre 22 de dicembre y lopez portillo col lázaro cardenaz","valentin gomez farias","166",NULL,,"24.7701831","-107.38134930000001","NORMAL","ASIGNADO","2017-03-15 11:32:18"
